MaSV,tenSV,namsinh,diachi,sodienthoai,cmnd,kỳ một,kỳ hai,kỳ ba,kỳ bốn,Kỳ sau
1697,Johanna Weber,2001-12-13,"Quận 9 , TPHCM",089935-2799,7.11532E+11,5,7,9,7,8
1698,Matteo Ferrari,2001-07-07,"Quận 9 , TPHCM",081774-6381,7.25029E+11,6,9,10,9,5
1699,Maxime Dubois,2001-12-22,"Quận 9 , TPHCM",080182-1723,5.3744E+11,5,7,9,8,7
1700,Elisa Müller,2003-01-12,"Quận 9 , TPHCM",089992-3252,7.03069E+11,7,8,9,10,6
1701,Lucas Kim,2003-08-22,"Quận 9 , TPHCM",087434-2634,7.01376E+11,6,10,9,10,7
1702,Sofia Rodriguez,2004-04-30,"Quận 9 , TPHCM",086240-8790,4.74602E+11,9,6,10,5,9
1703,William Lee,2002-04-27,"Quận 9 , TPHCM",080636-4817,4.7741E+11,6,9,7,10,10
1704,Emma Johnson,2003-09-13,"Quận 9 , TPHCM",087478-1462,5.927E+11,8,8,7,6,6
1705,Amir Kaur,2002-08-11,"Quận 9 , TPHCM",084861-4128,9.12231E+11,10,6,10,6,6
1706,Johanna Schmidt,2003-07-17,"Quận 9 , TPHCM",084549-6353,4.40783E+11,6,8,7,6,9
1707,Matteo Bianchi,2002-10-23,"Quận 9 , TPHCM",084066-3448,9.8648E+11,10,8,10,9,7
1708,Maria Hernandez,2001-10-13,"Quận 9 , TPHCM",089055-8533,1.31158E+11,5,9,7,6,6
1709,Youssef Ali,2002-05-30,"Quận 9 , TPHCM",089741-1784,3.88419E+11,10,10,7,7,6
1710,Anna Müller,2001-07-03,"Quận 9 , TPHCM",089698-8316,2.08365E+11,5,5,9,7,9
1711,Miguel Rodriguez,2001-11-25,"Quận 9 , TPHCM",084680-7688,8.88942E+11,10,6,10,5,9
1712,Emily Wilson,2002-01-13,"Quận 9 , TPHCM",080705-9146,4.04105E+11,10,10,10,9,9
1713,Ahmed Hassan,2003-06-22,"Quận 9 , TPHCM",080798-3752,8.36859E+11,5,8,5,5,6
1714,Sarah Kim,2003-02-10,"Quận 9 , TPHCM",081826-6648,4.15649E+11,6,8,10,9,7
1715,Lukas Becker,2004-08-25,"Quận 9 , TPHCM",087228-7385,3.56171E+11,5,6,6,8,8
1716,Sofia Lopez,2001-03-19,"Quận 9 , TPHCM",082750-4531,4.42871E+11,6,10,5,9,9
1717,Alexander Müller,2003-02-25,"Quận 9 , TPHCM",087927-1496,7.34148E+11,7,8,8,8,5
1718,Isabella Rossi,2003-06-04,"Quận 9 , TPHCM",089276-4378,4.81137E+11,5,5,7,9,10
1719,Liam Brown,2002-02-03,"Quận 9 , TPHCM",086893-4665,7.16152E+11,10,10,5,9,5
1720,Leila Ali,2004-05-02,"Quận 9 , TPHCM",080409-7055,4.79428E+11,7,10,5,9,8
1721,Chiara Bianchi,2003-06-20,"Quận 9 , TPHCM",084010-0440,5.05414E+11,7,7,9,7,10
1722,Ahmed Al-Sayed,2004-11-16,"Quận 9 , TPHCM",085663-2308,9.24048E+11,5,8,10,8,10
1723,María Fernández,2002-09-22,"Quận 9 , TPHCM",088151-2548,6.6703E+11,6,5,7,6,9
1724,Lucas Martin,2004-05-01,"Quận 9 , TPHCM",082937-6926,1.79756E+11,7,8,7,10,7
1725,Sofia Garcia,2004-10-06,"Quận 9 , TPHCM",085821-6837,7.73525E+11,10,7,6,7,8
1726,Emma Müller,2003-12-01,"Quận 9 , TPHCM",083680-8277,5.45074E+11,9,9,8,10,6
1727,Ali Hassan,2001-05-29,"Quận 9 , TPHCM",087191-2740,9.38213E+11,8,10,10,7,8
1728,Johanna Weber,2004-01-08,"Quận 9 , TPHCM",081676-2237,3.08244E+11,5,6,7,7,6
1729,Matteo Ferrari,2001-11-16,"Quận 9 , TPHCM",087558-8660,5.5794E+11,10,5,9,8,8
1730,Maxime Dubois,2004-08-24,"Quận 9 , TPHCM",087888-1835,8.86139E+11,7,9,10,8,9
1731,Elisa Müller,2001-11-18,"Quận 9 , TPHCM",081555-0020,9.2393E+11,7,8,6,8,9
1732,Lucas Kim,2002-12-12,"Quận 9 , TPHCM",083839-7651,4.66858E+11,8,9,7,5,9
1733,Sofia Rodriguez,2003-02-16,"Quận 9 , TPHCM",087109-9539,7.79766E+11,8,10,5,10,8
1734,William Lee,2004-03-07,"Quận 9 , TPHCM",083493-9824,3.56077E+11,9,10,8,8,8
1735,Emma Johnson,2001-09-21,"Quận 9 , TPHCM",080239-7471,6.03981E+11,9,8,7,10,10
1736,Amir Kaur,2002-02-28,"Quận 9 , TPHCM",084976-6358,7.7142E+11,8,5,9,7,5
1737,Johanna Schmidt,2002-09-07,"Quận 9 , TPHCM",087827-6584,9.07512E+11,10,9,8,5,9
1738,Matteo Bianchi,2001-12-31,"Quận 9 , TPHCM",086166-2849,3.44726E+11,8,8,5,7,7
1739,Maria Hernandez,2004-09-30,"Quận 9 , TPHCM",088938-5381,5.91915E+11,10,5,5,8,8
1740,Youssef Ali,2001-03-25,"Quận 9 , TPHCM",087441-6926,4.46724E+11,8,9,5,9,10
1741,Anna Müller,2002-02-12,"Quận 9 , TPHCM",080513-0140,5.70926E+11,10,7,9,5,10
1742,Miguel Rodriguez,2004-01-22,"Quận 9 , TPHCM",089801-9419,7.9189E+11,7,6,10,9,10
1743,Emily Wilson,2001-09-17,"Quận 9 , TPHCM",085590-2832,9.01137E+11,8,8,9,7,6
1744,Ahmed Hassan,2004-02-22,"Quận 9 , TPHCM",089633-4546,1.51255E+11,10,7,9,6,9
1745,Sarah Kim,2003-10-27,"Quận 9 , TPHCM",089921-1623,4.94048E+11,6,5,6,6,8
1746,Lukas Becker,2004-04-12,"Quận 9 , TPHCM",080211-4558,2.78172E+11,8,8,8,8,7
1747,Sofia Lopez,2002-12-11,"Quận 9 , TPHCM",089923-6195,6.44801E+11,6,7,5,10,10
1748,Alexander Müller,2004-04-18,"Quận 9 , TPHCM",088681-6335,7.915E+11,9,6,9,5,9
1749,Isabella Rossi,2001-05-18,"Quận 9 , TPHCM",088106-1170,1.08743E+11,10,5,5,8,10
1750,Liam Brown,2002-12-11,"Quận 9 , TPHCM",087885-5100,4.51785E+11,10,7,7,6,5
1751,Leila Ali,2002-05-04,"Quận 9 , TPHCM",081996-7856,8.82921E+11,7,7,7,6,6
1752,Chiara Bianchi,2004-01-13,"Quận 9 , TPHCM",085700-5187,8.22869E+11,5,5,7,8,8
1753,Ahmed Al-Sayed,2001-07-16,"Quận 9 , TPHCM",087572-8923,9.93699E+11,8,10,10,5,7
1754,María Fernández,2003-11-11,"Quận 9 , TPHCM",085760-5303,5.70783E+11,10,10,5,6,5
1755,Lucas Martin,2003-02-27,"Quận 9 , TPHCM",084380-7159,5.10647E+11,9,7,10,5,7
1756,Sofia Garcia,2003-01-11,"Quận 9 , TPHCM",085270-9496,1.48218E+11,8,5,10,7,5
1757,Emma Müller,2002-04-28,"Quận 9 , TPHCM",084797-8167,1.61299E+11,8,8,9,9,9
1758,Ali Hassan,2002-02-08,"Quận 9 , TPHCM",089979-9750,9.20138E+11,6,8,8,10,6
1759,Johanna Weber,2003-05-12,"Quận 9 , TPHCM",089450-0992,6.20156E+11,6,7,6,8,5
1760,Matteo Ferrari,2002-04-06,"Quận 9 , TPHCM",089200-6777,7.16852E+11,9,5,9,8,9
1761,Maxime Dubois,2004-06-10,"Quận 9 , TPHCM",083762-6820,9.20065E+11,5,10,6,6,10
1762,Elisa Müller,2004-07-08,"Quận 9 , TPHCM",088622-4729,2.8032E+11,10,9,5,5,6
1763,Lucas Kim,2001-08-09,"Quận 9 , TPHCM",083317-0286,3.64283E+11,6,8,8,7,6
1764,Sofia Rodriguez,2000-11-28,"Quận 9 , TPHCM",087536-5256,6.92117E+11,7,6,7,10,9
1765,William Lee,2001-06-05,"Quận 9 , TPHCM",086943-8132,6.91916E+11,5,6,6,8,10
1766,Emma Johnson,2002-04-07,"Quận 9 , TPHCM",080823-3276,1.30683E+11,9,10,6,7,10
1767,Amir Kaur,2002-04-30,"Quận 9 , TPHCM",089487-1577,6.78721E+11,6,9,10,8,7
1768,Johanna Schmidt,2003-11-13,"Quận 9 , TPHCM",085972-0074,7.09117E+11,8,9,5,5,10
1769,Matteo Bianchi,2001-11-26,"Quận 9 , TPHCM",089985-9781,5.69519E+11,9,9,8,9,7
1770,Maria Hernandez,2001-10-05,"Quận 9 , TPHCM",089739-1419,2.83622E+11,5,7,10,10,5
1771,Youssef Ali,2004-11-07,"Quận 9 , TPHCM",080082-8030,8.86355E+11,8,7,9,7,9
1772,Anna Müller,2003-08-03,"Quận 9 , TPHCM",084034-8719,1.63139E+11,9,7,10,10,8
1773,Miguel Rodriguez,2003-12-12,"Quận 9 , TPHCM",088095-3302,8.39582E+11,9,9,6,8,10
1774,Emily Wilson,2002-11-18,"Quận 9 , TPHCM",088765-9201,1.89672E+11,6,7,9,5,9
1775,Ahmed Hassan,2002-10-14,"Quận 9 , TPHCM",089264-2640,1.822E+11,7,9,7,9,7
1776,Sarah Kim,2001-06-08,"Quận 9 , TPHCM",088632-5087,7.28931E+11,8,8,9,5,5
1777,Lukas Becker,2004-10-04,"Quận 9 , TPHCM",080936-7693,8.65869E+11,10,7,7,7,8
1778,Sofia Lopez,2003-07-15,"Quận 9 , TPHCM",081886-3248,8.31668E+11,5,5,9,6,5
1779,Alexander Müller,2001-04-11,"Quận 9 , TPHCM",086703-6093,6.46785E+11,8,7,6,5,5
1780,Isabella Rossi,2003-02-27,"Quận 9 , TPHCM",087054-4566,3.34974E+11,8,10,10,9,6
1781,Liam Brown,2002-06-01,"Quận 9 , TPHCM",085194-7685,6.52347E+11,9,6,8,7,8
1782,Leila Ali,2001-06-23,"Quận 9 , TPHCM",080995-7570,6.56379E+11,7,6,9,8,10
1783,Chiara Bianchi,2001-12-12,"Quận 9 , TPHCM",088791-1057,5.93008E+11,8,6,9,10,5
1784,Ahmed Al-Sayed,2000-12-11,"Quận 9 , TPHCM",082879-0190,1.89965E+11,8,10,10,8,10
1785,María Fernández,2004-02-28,"Quận 9 , TPHCM",087402-0817,4.3083E+11,7,5,10,6,10
1786,Lucas Martin,2002-09-20,"Quận 9 , TPHCM",087400-2210,1.31203E+11,6,10,7,9,8
1787,Sofia Garcia,2001-05-02,"Quận 9 , TPHCM",087697-0215,3.87833E+11,5,9,9,6,5
1788,Emma Müller,2003-05-17,"Quận 9 , TPHCM",081292-9450,6.04561E+11,6,9,8,8,10
1789,Ali Hassan,2001-09-30,"Quận 9 , TPHCM",088051-5026,5.15365E+11,10,8,10,7,10
1790,Johanna Weber,2002-07-22,"Quận 9 , TPHCM",088186-3143,3.91514E+11,8,6,10,9,7
1791,Matteo Ferrari,2000-12-15,"Quận 9 , TPHCM",085614-8385,9.66277E+11,10,6,6,10,6
1792,Sofia Garcia,2001-05-12,"Quận 9 , TPHCM",081949-3782,7.89967E+11,5,9,7,6,7
1793,Emma Müller,2003-11-03,"Quận 9 , TPHCM",086884-6897,4.44007E+11,5,8,7,8,8
1794,Ali Hassan,2004-09-04,"Quận 9 , TPHCM",085104-3229,2.32711E+11,6,8,5,8,9
1795,Johanna Weber,2004-10-01,"Quận 9 , TPHCM",080768-3726,2.48617E+11,5,6,10,6,6
1796,Matteo Ferrari,2000-11-06,"Quận 9 , TPHCM",086612-4368,8.55822E+11,5,7,5,5,5
1797,Maxime Dubois,2001-04-01,"Quận 9 , TPHCM",084745-7043,5.15703E+11,7,10,6,7,6
1798,Elisa Müller,2001-06-30,"Quận 9 , TPHCM",088369-3377,4.46146E+11,8,5,10,9,8
1799,Lucas Kim,2001-09-19,"Quận 9 , TPHCM",085938-1326,7.00324E+11,5,7,10,9,9
1800,Sofia Rodriguez,2002-06-03,"Quận 9 , TPHCM",081506-6575,7.16232E+11,9,9,9,6,7
1801,William Lee,2002-10-09,"Quận 9 , TPHCM",088355-5972,8.0533E+11,10,7,8,5,7
1802,Emma Johnson,2003-07-05,"Quận 9 , TPHCM",080018-9075,6.99371E+11,5,8,7,7,9
1803,Amir Kaur,2001-04-24,"Quận 9 , TPHCM",087278-3782,8.31806E+11,7,9,6,7,8
1804,Johanna Schmidt,2004-05-20,"Quận 9 , TPHCM",084012-2823,3.29653E+11,10,7,10,6,8
1805,Matteo Bianchi,2002-12-28,"Quận 9 , TPHCM",089400-0032,9.53445E+11,5,9,9,7,9
1806,Maria Hernandez,2003-05-28,"Quận 9 , TPHCM",083857-8344,1.86625E+11,7,8,5,7,7
1807,Youssef Ali,2003-12-04,"Quận 9 , TPHCM",088155-6599,6.34888E+11,8,8,6,6,5
1808,Anna Müller,2002-03-21,"Quận 9 , TPHCM",089318-9374,6.59346E+11,10,8,7,9,7
1809,Miguel Rodriguez,2003-07-25,"Quận 9 , TPHCM",087088-2506,3.65018E+11,9,10,6,8,10
1810,Emily Wilson,2001-11-25,"Quận 9 , TPHCM",082158-4820,1.02557E+11,7,8,9,10,8
1811,Ahmed Hassan,2003-07-27,"Quận 9 , TPHCM",080423-4390,1.40567E+11,5,8,10,7,7
1812,Sarah Kim,2002-06-15,"Quận 9 , TPHCM",087141-9822,9.18344E+11,9,9,10,6,6
1813,Lukas Becker,2004-07-12,"Quận 9 , TPHCM",088702-9908,5.29326E+11,10,5,7,8,6
1814,Sofia Lopez,2001-06-27,"Quận 9 , TPHCM",089875-5271,5.6009E+11,6,9,9,6,7
1815,Alexander Müller,2004-09-11,"Quận 9 , TPHCM",081069-4794,9.82704E+11,6,10,9,9,7
1816,Isabella Rossi,2001-11-07,"Quận 9 , TPHCM",084927-2644,4.08838E+11,10,9,9,8,7
1817,Liam Brown,2003-12-02,"Quận 9 , TPHCM",080505-8483,2.04326E+11,10,10,7,9,7
1818,Leila Ali,2001-12-15,"Quận 9 , TPHCM",089333-0619,2.32261E+11,7,9,5,8,10
1819,Chiara Bianchi,2000-12-21,"Quận 9 , TPHCM",086770-1456,3.88648E+11,6,9,9,8,5
1820,Ahmed Al-Sayed,2003-05-31,"Quận 9 , TPHCM",085074-0270,2.94655E+11,6,10,9,9,10
1821,María Fernández,2003-09-10,"Quận 9 , TPHCM",087608-2185,4.76077E+11,7,8,7,9,8
1822,Lucas Martin,2001-01-23,"Quận 9 , TPHCM",085196-6666,3.29561E+11,7,6,6,10,6
1823,Sofia Garcia,2001-11-11,"Quận 9 , TPHCM",082839-6165,5.12715E+11,7,8,10,9,8
1824,Emma Müller,2004-02-25,"Quận 9 , TPHCM",086970-5546,6.81876E+11,8,7,5,10,7
1825,Ali Hassan,2001-06-04,"Quận 9 , TPHCM",084624-7747,6.84949E+11,10,6,10,5,7
1826,Johanna Weber,2002-10-25,"Quận 9 , TPHCM",085865-7255,7.87759E+11,6,8,5,7,10
1827,Matteo Ferrari,2002-02-14,"Quận 9 , TPHCM",087682-3494,3.99426E+11,6,8,7,8,6
1828,Maxime Dubois,2002-11-25,"Quận 9 , TPHCM",083289-3706,8.68727E+11,8,9,10,7,7
1829,Elisa Müller,2004-05-04,"Quận 9 , TPHCM",084281-6555,6.19545E+11,6,9,7,10,6
1830,Lucas Kim,2004-10-31,"Quận 9 , TPHCM",084170-8260,9.36189E+11,8,8,5,10,6
1831,Sofia Rodriguez,2003-08-21,"Quận 9 , TPHCM",082970-0531,3.54522E+11,9,6,7,10,8
1832,William Lee,2004-01-18,"Quận 9 , TPHCM",086203-6071,4.7514E+11,6,8,10,5,6
1833,Emma Johnson,2001-01-11,"Quận 9 , TPHCM",080550-7977,2.85129E+11,8,7,5,10,9
1834,Amir Kaur,2004-02-20,"Quận 9 , TPHCM",088262-9336,5.57754E+11,7,9,5,7,10
1835,Johanna Schmidt,2003-06-30,"Quận 9 , TPHCM",085105-7195,8.0728E+11,5,10,8,6,10
1836,Matteo Bianchi,2001-12-10,"Quận 9 , TPHCM",081383-4036,5.7798E+11,7,8,7,7,10
1837,Maria Hernandez,2001-02-05,"Quận 9 , TPHCM",087730-3005,8.54037E+11,6,7,10,7,10
1838,Youssef Ali,2004-04-11,"Quận 9 , TPHCM",088673-4311,8.77644E+11,6,7,7,6,6
1839,Anna Müller,2003-04-26,"Quận 9 , TPHCM",087762-9380,5.11978E+11,6,10,6,10,10
1840,Miguel Rodriguez,2001-03-27,"Quận 9 , TPHCM",083490-7195,5.82385E+11,8,5,5,6,8
1841,Emily Wilson,2003-04-09,"Quận 9 , TPHCM",087641-2065,6.77941E+11,6,10,6,8,6
1842,Ahmed Hassan,2001-10-25,"Quận 9 , TPHCM",083476-3167,2.73212E+11,8,6,7,8,10
1843,Sarah Kim,2000-11-08,"Quận 9 , TPHCM",089827-6307,2.47263E+11,7,8,7,9,8
1844,Lukas Becker,2002-09-27,"Quận 9 , TPHCM",084544-9775,8.34038E+11,10,8,9,5,5
1845,Sofia Lopez,2003-07-15,"Quận 9 , TPHCM",084730-0429,2.67495E+11,8,8,10,9,9
1846,Alexander Müller,2001-01-22,"Quận 9 , TPHCM",087880-5548,6.55759E+11,7,9,7,8,9
1847,Isabella Rossi,2004-08-24,"Quận 9 , TPHCM",089358-1410,1.31831E+11,5,6,5,9,9
1848,Liam Brown,2002-08-03,"Quận 9 , TPHCM",089464-8496,3.11123E+11,5,8,5,9,8
1849,Leila Ali,2002-02-12,"Quận 9 , TPHCM",086869-4799,6.33344E+11,5,9,9,8,6
1850,Chiara Bianchi,2002-05-13,"Quận 9 , TPHCM",087497-5202,5.04073E+11,10,6,7,10,7
1851,Ahmed Al-Sayed,2004-09-11,"Quận 9 , TPHCM",083159-9948,5.58078E+11,8,10,6,8,7
1852,María Fernández,2003-09-10,"Quận 9 , TPHCM",088304-3980,8.63182E+11,6,5,8,10,7
1853,Lucas Martin,2003-11-07,"Quận 9 , TPHCM",080931-4102,6.16015E+11,9,7,5,6,8
1854,Sofia Garcia,2003-01-01,"Quận 9 , TPHCM",084544-3005,9.0203E+11,6,9,8,7,8
1855,Emma Müller,2004-06-06,"Quận 9 , TPHCM",085256-3794,8.2334E+11,8,8,9,10,7
1856,Ali Hassan,2004-05-31,"Quận 9 , TPHCM",089605-7111,2.0805E+11,9,10,5,9,6
1857,Johanna Weber,2001-01-23,"Quận 9 , TPHCM",080378-8681,2.84533E+11,6,8,9,8,10
1858,Matteo Ferrari,2001-11-04,"Quận 9 , TPHCM",088012-6470,6.41757E+11,10,8,6,9,8
1859,Maxime Dubois,2003-06-01,"Quận 9 , TPHCM",087771-3826,4.29124E+11,5,6,9,5,8
1860,Elisa Müller,2001-09-22,"Quận 9 , TPHCM",087638-5637,7.65189E+11,9,5,10,5,8
1861,Lucas Kim,2003-08-30,"Quận 9 , TPHCM",089812-9702,4.23191E+11,9,9,8,8,5
1862,Sofia Rodriguez,2002-12-22,"Quận 9 , TPHCM",080265-6177,8.88441E+11,8,7,8,10,10
1863,William Lee,2003-09-18,"Quận 9 , TPHCM",089804-8336,3.38235E+11,7,6,8,5,9
1864,Emma Johnson,2004-08-20,"Quận 9 , TPHCM",081003-8119,6.48475E+11,9,10,10,10,7
1865,Amir Kaur,2003-02-19,"Quận 9 , TPHCM",086679-5617,1.36087E+11,6,9,6,5,6
1866,Johanna Schmidt,2003-07-11,"Quận 9 , TPHCM",081078-2679,7.38298E+11,8,9,5,5,6
1867,Matteo Bianchi,2004-08-08,"Quận 9 , TPHCM",088813-0929,7.21618E+11,5,5,7,9,5
1868,Maria Hernandez,2001-09-16,"Quận 9 , TPHCM",080062-2940,5.35421E+11,8,8,9,8,6
1869,Youssef Ali,2003-02-04,"Quận 9 , TPHCM",080780-6299,1.78148E+11,10,5,5,10,7
1870,Anna Müller,2002-12-11,"Quận 9 , TPHCM",080526-0342,7.93779E+11,7,7,10,6,7
1871,Miguel Rodriguez,2002-11-07,"Quận 9 , TPHCM",086145-1875,5.58622E+11,9,7,9,6,9
1872,Emily Wilson,2001-12-03,"Quận 9 , TPHCM",083360-6745,9.0925E+11,5,5,9,5,8
1873,Ahmed Hassan,2003-10-08,"Quận 9 , TPHCM",081569-0473,1.66795E+11,10,6,5,5,8
1874,Sarah Kim,2001-05-22,"Quận 9 , TPHCM",085405-2242,8.4421E+11,7,8,6,7,5
1875,Lukas Becker,2002-05-26,"Quận 9 , TPHCM",087948-3467,9.74626E+11,10,7,9,6,9
1876,Sofia Lopez,2001-03-01,"Quận 9 , TPHCM",083731-1420,8.84417E+11,6,10,6,5,7
1877,Alexander Müller,2003-06-11,"Quận 9 , TPHCM",082657-8276,1.50137E+11,5,9,7,9,6
1878,Isabella Rossi,2003-05-08,"Quận 9 , TPHCM",089359-7658,9.28214E+11,5,7,5,5,10
1879,Liam Brown,2002-07-20,"Quận 9 , TPHCM",085675-0986,2.71399E+11,7,7,5,8,6
1880,Leila Ali,2002-02-21,"Quận 9 , TPHCM",081360-2771,3.01124E+11,7,10,10,8,10
1881,Chiara Bianchi,2001-07-04,"Quận 9 , TPHCM",087260-6727,6.71383E+11,8,7,9,8,8
1882,Ahmed Al-Sayed,2003-01-29,"Quận 9 , TPHCM",088611-8754,2.80279E+11,10,5,8,7,8
1883,María Fernández,2003-10-21,"Quận 9 , TPHCM",086925-3433,1.26965E+11,5,10,6,7,5
1884,Lucas Martin,2001-08-04,"Quận 9 , TPHCM",082791-6689,8.14841E+11,8,7,6,8,6
1885,Sofia Garcia,2004-05-25,"Quận 9 , TPHCM",083912-8494,9.85252E+11,8,8,10,7,5
1886,Emma Müller,2003-01-31,"Quận 9 , TPHCM",089660-3467,2.83492E+11,9,7,9,6,5
1887,Ali Hassan,2002-12-05,"Quận 9 , TPHCM",089737-9903,9.37811E+11,6,8,7,6,9
1888,Johanna Weber,2003-02-17,"Quận 9 , TPHCM",088699-4179,1.50062E+11,7,8,10,7,9
1889,Matteo Ferrari,2004-08-17,"Quận 9 , TPHCM",081121-4782,1.68806E+11,6,6,5,6,7
1890,Maxime Dubois,2004-06-27,"Quận 9 , TPHCM",086893-3403,5.12602E+11,8,10,7,8,5
1891,Elisa Müller,2003-10-03,"Quận 9 , TPHCM",088673-5044,8.46068E+11,10,9,7,7,5
1892,Lucas Kim,2003-06-19,"Quận 9 , TPHCM",082336-7088,3.46793E+11,8,8,7,9,9
1893,Sofia Rodriguez,2002-09-14,"Quận 9 , TPHCM",084151-0332,9.30024E+11,5,10,6,5,10
1894,William Lee,2004-02-07,"Quận 9 , TPHCM",080898-8367,2.47235E+11,8,6,6,10,8
1895,Emma Johnson,2002-03-24,"Quận 9 , TPHCM",081929-4097,5.77776E+11,7,5,8,10,8
1896,Amir Kaur,2001-10-03,"Quận 9 , TPHCM",082142-7789,4.20235E+11,10,5,5,10,8
1897,Johanna Schmidt,2003-08-27,"Quận 9 , TPHCM",080822-1667,3.8106E+11,9,5,10,10,7
1898,Matteo Bianchi,2004-03-17,"Quận 9 , TPHCM",087499-0511,3.15894E+11,8,6,5,10,7
1899,Maria Hernandez,2004-04-14,"Quận 9 , TPHCM",085347-4545,2.87433E+11,6,10,8,8,9
1900,Youssef Ali,2000-11-05,"Quận 9 , TPHCM",080279-7230,2.32442E+11,10,5,5,6,8
1901,Anna Müller,2004-02-11,"Quận 9 , TPHCM",081461-9473,1.68646E+11,6,10,10,10,10
1902,Miguel Rodriguez,2003-07-10,"Quận 9 , TPHCM",087358-3990,9.03981E+11,6,8,10,6,7
1903,Emily Wilson,2002-06-18,"Quận 9 , TPHCM",083618-3989,3.52634E+11,7,6,10,8,7
1904,Ahmed Hassan,2002-04-14,"Quận 9 , TPHCM",084065-3511,2.02307E+11,10,9,9,7,8
1905,Sarah Kim,2004-03-30,"Quận 9 , TPHCM",086241-1810,3.79642E+11,6,5,10,5,8
1906,Lukas Becker,2003-08-27,"Quận 9 , TPHCM",088671-6425,5.75183E+11,7,5,5,6,9
1907,Sofia Lopez,2003-08-13,"Quận 9 , TPHCM",082165-8759,6.3868E+11,5,7,9,5,6
1908,Alexander Müller,2001-07-02,"Quận 9 , TPHCM",082900-5999,4.87209E+11,5,6,10,10,6
1909,Isabella Rossi,2003-03-05,"Quận 9 , TPHCM",084755-8706,5.89494E+11,9,6,9,7,9
1910,Liam Brown,2004-01-08,"Quận 9 , TPHCM",081103-2522,5.40664E+11,5,6,8,10,6
1911,Leila Ali,2004-02-06,"Quận 9 , TPHCM",084818-0734,8.92937E+11,10,5,9,5,8
1912,Chiara Bianchi,2002-05-26,"Quận 9 , TPHCM",086384-6785,5.51018E+11,7,6,10,9,8
1913,Ahmed Al-Sayed,2001-02-13,"Quận 9 , TPHCM",085531-9513,3.38574E+11,8,6,8,5,10
1914,María Fernández,2002-05-12,"Quận 9 , TPHCM",083174-6694,7.71306E+11,8,10,5,7,9
1915,Lucas Martin,2003-04-17,"Quận 9 , TPHCM",089626-4524,7.69103E+11,5,5,9,10,7
1916,Sofia Garcia,2004-10-25,"Quận 9 , TPHCM",088960-7552,6.64142E+11,6,7,5,6,8
1917,Emma Müller,2002-09-07,"Quận 9 , TPHCM",085611-3480,7.73862E+11,8,6,9,7,6
1918,Ali Hassan,2001-04-19,"Quận 9 , TPHCM",080046-9691,9.89993E+11,7,8,8,8,9
1919,Johanna Weber,2001-09-12,"Quận 9 , TPHCM",086781-2866,5.16396E+11,6,10,10,5,8
1920,Matteo Ferrari,2001-08-03,"Quận 9 , TPHCM",088700-8824,6.97264E+11,6,6,5,9,6
1921,Sofia Garcia,2004-08-13,"Quận 9 , TPHCM",086490-1837,4.17327E+11,5,8,8,8,9
1922,Emma Müller,2004-09-16,"Quận 9 , TPHCM",085388-4685,3.12716E+11,7,9,9,8,8
1923,Ali Hassan,2003-12-06,"Quận 9 , TPHCM",086323-4178,5.27514E+11,10,6,8,6,9
1924,Johanna Weber,2002-08-27,"Quận 9 , TPHCM",089132-0850,5.40125E+11,6,6,8,9,6
1925,Matteo Ferrari,2003-11-21,"Quận 9 , TPHCM",086630-9675,2.2332E+11,9,5,8,5,6
1926,Maxime Dubois,2004-06-15,"Quận 9 , TPHCM",089766-4516,2.01727E+11,7,8,10,5,9
1927,Elisa Müller,2001-04-30,"Quận 9 , TPHCM",085721-1024,8.01158E+11,8,10,10,9,8
1928,Lucas Kim,2002-04-03,"Quận 9 , TPHCM",080919-0745,2.42871E+11,10,10,6,9,5
1929,Sofia Rodriguez,2004-02-04,"Quận 9 , TPHCM",087997-3065,2.96656E+11,9,8,10,8,6
1930,William Lee,2004-01-29,"Quận 9 , TPHCM",082738-8491,4.91151E+11,8,10,10,10,6
1931,Emma Johnson,2002-08-29,"Quận 9 , TPHCM",083187-8498,8.60101E+11,9,10,8,9,6
1932,Amir Kaur,2004-05-13,"Quận 9 , TPHCM",088910-4751,4.18279E+11,7,8,7,6,10
1933,Johanna Schmidt,2002-02-09,"Quận 9 , TPHCM",087444-3680,2.00861E+11,6,9,6,7,10
1934,Matteo Bianchi,2004-03-30,"Quận 9 , TPHCM",080919-4337,7.69259E+11,5,8,7,5,7
1935,Maria Hernandez,2002-04-25,"Quận 9 , TPHCM",086815-4675,2.00378E+11,10,8,8,8,6
1936,Youssef Ali,2004-08-30,"Quận 9 , TPHCM",089220-6361,5.38121E+11,6,6,5,5,6
1937,Anna Müller,2003-02-14,"Quận 9 , TPHCM",083057-3334,1.39362E+11,7,8,9,10,7
1938,Miguel Rodriguez,2004-01-08,"Quận 9 , TPHCM",084140-7724,1.23239E+11,8,10,10,10,6
1939,Emily Wilson,2004-04-17,"Quận 9 , TPHCM",084084-4293,1.5866E+11,9,10,7,7,7
1940,Ahmed Hassan,2003-02-19,"Quận 9 , TPHCM",082900-8650,9.57547E+11,6,5,7,6,9
1941,Sarah Kim,2003-11-13,"Quận 9 , TPHCM",082598-3942,7.00598E+11,6,9,6,10,5
1942,Lukas Becker,2003-05-29,"Quận 9 , TPHCM",089024-2376,9.6877E+11,5,8,9,10,7
